"id","chart_template_id:id","code","parent_id:id","name","user_type_id:id","reconcile"
"ao_667220","l10n_ao.l10n_ao_chart_template",667220,"l10n_ao.ao_6672","Depósitos a prazo","account.data_account_type_revenue",0
"ao_667230","l10n_ao.l10n_ao_chart_template",667230,"l10n_ao.ao_6672","Outros depósitos","account.data_account_type_revenue",0
"ao_667290","l10n_ao.l10n_ao_chart_template",667290,"l10n_ao.ao_6672","Outros investimentos","account.data_account_type_revenue",0
"ao_67","l10n_ao.l10n_ao_chart_template",67,"l10n_ao.ao_6","PROVEITOS E GANHOS FINANCEIROS EM SUBSIDIÁRIAS E ASSOCIADAS","account_parent_v10.data_account_type_view",0
"ao_671","l10n_ao.l10n_ao_chart_template",671,"l10n_ao.ao_67","Rendimento de participações de capital","account_parent_v10.data_account_type_view",0
"ao_671100","l10n_ao.l10n_ao_chart_template",671100,"l10n_ao.ao_671","Subsidiárias","account.data_account_type_revenue",0
"ao_671200","l10n_ao.l10n_ao_chart_template",671200,"l10n_ao.ao_671","Associadas","account.data_account_type_revenue",0
"ao_679","l10n_ao.l10n_ao_chart_template",679,"l10n_ao.ao_67","Transferência para resultados em filiais e associadas","account_parent_v10.data_account_type_view",0
"ao_68","l10n_ao.l10n_ao_chart_template",68,"l10n_ao.ao_6","OUTROS PROVEITOS E GANHOS NÃO OPERACIONAIS","account_parent_v10.data_account_type_view",0
"ao_6801","l10n_ao.l10n_ao_chart_template",6801,"l10n_ao.ao_68","Redução de provisões","account_parent_v10.data_account_type_view",0
"ao_68011","l10n_ao.l10n_ao_chart_template",68011,"l10n_ao.ao_6801","Existências","account_parent_v10.data_account_type_view",0
"ao_680111","l10n_ao.l10n_ao_chart_template",680111,"l10n_ao.ao_68011","Matérias-primas, subsidiárias e de consumo","account.data_account_type_revenue",0
"ao_680112","l10n_ao.l10n_ao_chart_template",680112,"l10n_ao.ao_68011","Produtos e trabalhos em curso","account.data_account_type_revenue",0
"ao_680113","l10n_ao.l10n_ao_chart_template",680113,"l10n_ao.ao_68011","Produtos acabados e intermédios","account.data_account_type_revenue",0
"ao_680114","l10n_ao.l10n_ao_chart_template",680114,"l10n_ao.ao_68011","Subprodutos, desperdícios, resíduos e refugos","account.data_account_type_revenue",0
"ao_680115","l10n_ao.l10n_ao_chart_template",680115,"l10n_ao.ao_68011","Mercadorias","account.data_account_type_revenue",0
"ao_68012","l10n_ao.l10n_ao_chart_template",68012,"l10n_ao.ao_6801","Cobranças duvidosas","account_parent_v10.data_account_type_view",0
"ao_680121","l10n_ao.l10n_ao_chart_template",680121,"l10n_ao.ao_68012","Clientes","account.data_account_type_revenue",0
"ao_680122","l10n_ao.l10n_ao_chart_template",680122,"l10n_ao.ao_68012","Clientes-títulos a receber","account.data_account_type_revenue",0
"ao_680123","l10n_ao.l10n_ao_chart_template",680123,"l10n_ao.ao_68012","Clientes-cobranças duvidosa","account.data_account_type_revenue",0
"ao_680124","l10n_ao.l10n_ao_chart_template",680124,"l10n_ao.ao_68012","Saldos devedores de fornecedores","account.data_account_type_revenue",0
"ao_680125","l10n_ao.l10n_ao_chart_template",680125,"l10n_ao.ao_68012","Participantes e participadas","account.data_account_type_revenue",0
"ao_680126","l10n_ao.l10n_ao_chart_template",680126,"l10n_ao.ao_68012","Dídidas do pessoal","account.data_account_type_revenue",0
"ao_680129","l10n_ao.l10n_ao_chart_template",680129,"l10n_ao.ao_68012","Outros saldos a receber","account.data_account_type_revenue",0
"ao_68013","l10n_ao.l10n_ao_chart_template",68013,"l10n_ao.ao_6801","Riscos e encargos","account_parent_v10.data_account_type_view",0
"ao_680131","l10n_ao.l10n_ao_chart_template",680131,"l10n_ao.ao_68013","Pensões","account.data_account_type_revenue",0
"ao_680132","l10n_ao.l10n_ao_chart_template",680132,"l10n_ao.ao_68013","Processos judiciais em curso","account.data_account_type_revenue",0
"ao_680133","l10n_ao.l10n_ao_chart_template",680133,"l10n_ao.ao_68013","Acidentes de trabalho","account.data_account_type_revenue",0
"ao_680134","l10n_ao.l10n_ao_chart_template",680134,"l10n_ao.ao_68013","Garantias dadas a clientes","account.data_account_type_revenue",0
"ao_680139","l10n_ao.l10n_ao_chart_template",680139,"l10n_ao.ao_68013","Outros riscos e encargos","account.data_account_type_revenue",0
"ao_6802","l10n_ao.l10n_ao_chart_template",6802,"l10n_ao.ao_68","Anulação de amortizações extraordinárias","account_parent_v10.data_account_type_view",0
"ao_680210","l10n_ao.l10n_ao_chart_template",680210,"l10n_ao.ao_6802","Imobilizações corpóreas","account.data_account_type_revenue",0
"ao_680220","l10n_ao.l10n_ao_chart_template",680220,"l10n_ao.ao_6802","Imobilizações incorpóreas","account.data_account_type_revenue",0
"ao_6803","l10n_ao.l10n_ao_chart_template",6803,"l10n_ao.ao_68","Ganhos em imobilizações","account_parent_v10.data_account_type_view",0
"ao_680310","l10n_ao.l10n_ao_chart_template",680310,"l10n_ao.ao_6803","Venda de imobilizações corpóreas","account.data_account_type_revenue",0
"ao_680320","l10n_ao.l10n_ao_chart_template",680320,"l10n_ao.ao_6803","Venda de imobilizações incorpóreas","account.data_account_type_revenue",0
"ao_6804","l10n_ao.l10n_ao_chart_template",6804,"l10n_ao.ao_68","Ganhos em existências","account_parent_v10.data_account_type_view",0
"ao_680410","l10n_ao.l10n_ao_chart_template",680410,"l10n_ao.ao_6804","Sobras","account.data_account_type_revenue",0
"ao_6805","l10n_ao.l10n_ao_chart_template",6805,"l10n_ao.ao_68","Recuperação de dívidas","account_parent_v10.data_account_type_view",0
"ao_680510","l10n_ao.l10n_ao_chart_template",680510,"l10n_ao.ao_6805","Recuperação de dívidas","account.data_account_type_revenue",0
"ao_6806","l10n_ao.l10n_ao_chart_template",6806,"l10n_ao.ao_68","Benefícios de penalidades contratuais","account_parent_v10.data_account_type_view",0
"ao_680610","l10n_ao.l10n_ao_chart_template",680610,"l10n_ao.ao_6806","Benefícios de penalidades contratuais","account.data_account_type_revenue",0
"ao_6808","l10n_ao.l10n_ao_chart_template",6808,"l10n_ao.ao_68","Descontinuidade de operações","account_parent_v10.data_account_type_view",0
"ao_6809","l10n_ao.l10n_ao_chart_template",6809,"l10n_ao.ao_68","Alterações de políticas contabilísticas","account_parent_v10.data_account_type_view",0
"ao_6810","l10n_ao.l10n_ao_chart_template",6810,"l10n_ao.ao_68","Correcções relativas a exercícios anteriores","account_parent_v10.data_account_type_view",0
"ao_681010","l10n_ao.l10n_ao_chart_template",681010,"l10n_ao.ao_6810","Estimativa impostos","account.data_account_type_revenue",0
"ao_681020","l10n_ao.l10n_ao_chart_template",681020,"l10n_ao.ao_6810","Restituição de impostos","account.data_account_type_revenue",0
"ao_6811","l10n_ao.l10n_ao_chart_template",6811,"l10n_ao.ao_68","Outros ganhos e perdas não operacionais","account_parent_v10.data_account_type_view",0
"ao_681110","l10n_ao.l10n_ao_chart_template",681110,"l10n_ao.ao_6811","Donativos","account.data_account_type_revenue",0
"ao_6819","l10n_ao.l10n_ao_chart_template",6819,"l10n_ao.ao_68","Transferência para resultados não operacionais","account_parent_v10.data_account_type_view",0
"ao_69","l10n_ao.l10n_ao_chart_template",69,"l10n_ao.ao_6","PROVEITOS E GANHOS EXTRAORDINÁRIOS","account_parent_v10.data_account_type_view",0
"ao_691","l10n_ao.l10n_ao_chart_template",691,"l10n_ao.ao_69","Ganhos resultantes de catástrofes naturais","account_parent_v10.data_account_type_view",0
"ao_691100","l10n_ao.l10n_ao_chart_template",691100,"l10n_ao.ao_691","Ganhos resultantes de catástrofes naturais","account.data_account_type_revenue",0
"ao_692","l10n_ao.l10n_ao_chart_template",692,"l10n_ao.ao_69","Ganhos resultantes de convulsões políticas","account_parent_v10.data_account_type_view",0
"ao_692100","l10n_ao.l10n_ao_chart_template",692100,"l10n_ao.ao_692","Ganhos resultantes de convulsões políticas","account.data_account_type_revenue",0
"ao_693","l10n_ao.l10n_ao_chart_template",693,"l10n_ao.ao_69","Ganhos resultantes de expropriações","account_parent_v10.data_account_type_view",0
"ao_693100","l10n_ao.l10n_ao_chart_template",693100,"l10n_ao.ao_693","Ganhos resultantes de expropriações","account.data_account_type_revenue",0
"ao_694","l10n_ao.l10n_ao_chart_template",694,"l10n_ao.ao_69","Ganhos resultantes de sinistros","account_parent_v10.data_account_type_view",0
"ao_694100","l10n_ao.l10n_ao_chart_template",694100,"l10n_ao.ao_694","Ganhos resultantes de sinistros","account.data_account_type_revenue",0
"ao_695","l10n_ao.l10n_ao_chart_template",695,"l10n_ao.ao_69","Subsídios","account_parent_v10.data_account_type_view",0
"ao_695100","l10n_ao.l10n_ao_chart_template",695100,"l10n_ao.ao_695","Subsídios","account.data_account_type_revenue",0
"ao_696","l10n_ao.l10n_ao_chart_template",696,"l10n_ao.ao_69","Anulação de passivos não exigíveis","account_parent_v10.data_account_type_view",0
"ao_696100","l10n_ao.l10n_ao_chart_template",696100,"l10n_ao.ao_696","Anulação de passivos não exigíveis","account.data_account_type_revenue",0
"ao_699","l10n_ao.l10n_ao_chart_template",699,"l10n_ao.ao_69","Transferência para resultados extraordinários","account_parent_v10.data_account_type_view",0
"ao_7","l10n_ao.l10n_ao_chart_template",7,"l10n_ao.ao_0","CUSTOS E PERDAS POR NATUREZA","account_parent_v10.data_account_type_view",0
"ao_71","l10n_ao.l10n_ao_chart_template",71,"l10n_ao.ao_7","CUSTOS DAS EXISTÊNCIAS VENDIDAS","account_parent_v10.data_account_type_view",0
"ao_711","l10n_ao.l10n_ao_chart_template",711,"l10n_ao.ao_71","Matérias - primas","account_parent_v10.data_account_type_view",0
"ao_711100","l10n_ao.l10n_ao_chart_template",711100,"l10n_ao.ao_711","Matérias-primas","account.data_account_type_expenses",0
"ao_712","l10n_ao.l10n_ao_chart_template",712,"l10n_ao.ao_71","Matérias subsidiárias","account_parent_v10.data_account_type_view",0
"ao_712100","l10n_ao.l10n_ao_chart_template",712100,"l10n_ao.ao_712","Matérias subsidiárias","account.data_account_type_expenses",0
"ao_713","l10n_ao.l10n_ao_chart_template",713,"l10n_ao.ao_71","Materiais diversos","account_parent_v10.data_account_type_view",0
"ao_713100","l10n_ao.l10n_ao_chart_template",713100,"l10n_ao.ao_713","Materiais diversos","account.data_account_type_expenses",0
"ao_714","l10n_ao.l10n_ao_chart_template",714,"l10n_ao.ao_71","Embalagens de consumo","account_parent_v10.data_account_type_view",0
"ao_714100","l10n_ao.l10n_ao_chart_template",714100,"l10n_ao.ao_714","Embalagens de consumo","account.data_account_type_expenses",0
"ao_715","l10n_ao.l10n_ao_chart_template",715,"l10n_ao.ao_71","Outros materiais","account_parent_v10.data_account_type_view",0
"ao_715100","l10n_ao.l10n_ao_chart_template",715100,"l10n_ao.ao_715","Outros materiais","account.data_account_type_expenses",0
"ao_719","l10n_ao.l10n_ao_chart_template",719,"l10n_ao.ao_71","Transferência para resultados operacionais","account_parent_v10.data_account_type_view",0
"ao_72","l10n_ao.l10n_ao_chart_template",72,"l10n_ao.ao_7","CUSTOS COM PESSOAL","account_parent_v10.data_account_type_view",0
"ao_721","l10n_ao.l10n_ao_chart_template",721,"l10n_ao.ao_72","Remunerações - Órgãos sociais","account_parent_v10.data_account_type_view",0
"ao_721100","l10n_ao.l10n_ao_chart_template",721100,"l10n_ao.ao_721","Ordenados","account.data_account_type_expenses",0
"ao_721300","l10n_ao.l10n_ao_chart_template",721300,"l10n_ao.ao_721","Subsídio de Férias","account.data_account_type_expenses",0
"ao_721400","l10n_ao.l10n_ao_chart_template",721400,"l10n_ao.ao_721","Subsídio de Natal","account.data_account_type_expenses",0
"ao_721500","l10n_ao.l10n_ao_chart_template",721500,"l10n_ao.ao_721","Subsídio de Alimentação","account.data_account_type_expenses",0
"ao_721600","l10n_ao.l10n_ao_chart_template",721600,"l10n_ao.ao_721","Subsídio de Transporte","account.data_account_type_expenses",0
"ao_721700","l10n_ao.l10n_ao_chart_template",721700,"l10n_ao.ao_721","Horas Extra / Prémios","account.data_account_type_expenses",0
"ao_721800","l10n_ao.l10n_ao_chart_template",721800,"l10n_ao.ao_721","Outros","account.data_account_type_expenses",0
"ao_722","l10n_ao.l10n_ao_chart_template",722,"l10n_ao.ao_72","Remunerações - Pessoal","account_parent_v10.data_account_type_view",0
"ao_722100","l10n_ao.l10n_ao_chart_template",722100,"l10n_ao.ao_722","Ordenados","account.data_account_type_expenses",0
"ao_722300","l10n_ao.l10n_ao_chart_template",722300,"l10n_ao.ao_722","Subsídio de Férias","account.data_account_type_expenses",0
"ao_722400","l10n_ao.l10n_ao_chart_template",722400,"l10n_ao.ao_722","Subsídio de Natal","account.data_account_type_expenses",0
"ao_722500","l10n_ao.l10n_ao_chart_template",722500,"l10n_ao.ao_722","Subsídio de Alimentação","account.data_account_type_expenses",0
"ao_722600","l10n_ao.l10n_ao_chart_template",722600,"l10n_ao.ao_722","Subsídio de Transporte","account.data_account_type_expenses",0
"ao_722700","l10n_ao.l10n_ao_chart_template",722700,"l10n_ao.ao_722","Horas Extra / Prémios","account.data_account_type_expenses",0
"ao_722800","l10n_ao.l10n_ao_chart_template",722800,"l10n_ao.ao_722","Outros","account.data_account_type_expenses",0
"ao_723","l10n_ao.l10n_ao_chart_template",723,"l10n_ao.ao_72","Pensões","account_parent_v10.data_account_type_view",0
"ao_723100","l10n_ao.l10n_ao_chart_template",723100,"l10n_ao.ao_723","Órgãos sociais","account.data_account_type_expenses",0
"ao_723200","l10n_ao.l10n_ao_chart_template",723200,"l10n_ao.ao_723","Pessoal","account.data_account_type_expenses",0
"ao_724","l10n_ao.l10n_ao_chart_template",724,"l10n_ao.ao_72","Prémios para pensões","account_parent_v10.data_account_type_view",0
"ao_724100","l10n_ao.l10n_ao_chart_template",724100,"l10n_ao.ao_724","Órgãos sociais","account.data_account_type_expenses",0
"ao_724200","l10n_ao.l10n_ao_chart_template",724200,"l10n_ao.ao_724","Pessoal","account.data_account_type_expenses",0
"ao_725","l10n_ao.l10n_ao_chart_template",725,"l10n_ao.ao_72","Encargos sobre remunerações","account_parent_v10.data_account_type_view",0
"ao_725100","l10n_ao.l10n_ao_chart_template",725100,"l10n_ao.ao_725","Órgãos sociais","account.data_account_type_expenses",0
"ao_725200","l10n_ao.l10n_ao_chart_template",725200,"l10n_ao.ao_725","Pessoal","account.data_account_type_expenses",0
"ao_726","l10n_ao.l10n_ao_chart_template",726,"l10n_ao.ao_72","Seguros de acidentes de trabalho e doenças profissionais","account_parent_v10.data_account_type_view",0
"ao_726100","l10n_ao.l10n_ao_chart_template",726100,"l10n_ao.ao_726","Órgãos sociais","account.data_account_type_expenses",0
"ao_726200","l10n_ao.l10n_ao_chart_template",726200,"l10n_ao.ao_726","Pessoal","account.data_account_type_expenses",0
"ao_727","l10n_ao.l10n_ao_chart_template",727,"l10n_ao.ao_72","Formação","account_parent_v10.data_account_type_view",0
"ao_727100","l10n_ao.l10n_ao_chart_template",727100,"l10n_ao.ao_727","Órgãos sociais","account.data_account_type_expenses",0
"ao_727200","l10n_ao.l10n_ao_chart_template",727200,"l10n_ao.ao_727","Pessoal","account.data_account_type_expenses",0
"ao_728","l10n_ao.l10n_ao_chart_template",728,"l10n_ao.ao_72","Outras despesas com o pessoal","account_parent_v10.data_account_type_view",0
"ao_728100","l10n_ao.l10n_ao_chart_template",728100,"l10n_ao.ao_728","Órgãos socias","account.data_account_type_expenses",0
"ao_728200","l10n_ao.l10n_ao_chart_template",728200,"l10n_ao.ao_728","Pessoal","account.data_account_type_expenses",0
"ao_729","l10n_ao.l10n_ao_chart_template",729,"l10n_ao.ao_72","Transferência para resultados operacionais","account_parent_v10.data_account_type_view",0
"ao_73","l10n_ao.l10n_ao_chart_template",73,"l10n_ao.ao_7","AMORTIZAÇÕES DO EXERCÍCIO","account_parent_v10.data_account_type_view",0
"ao_731","l10n_ao.l10n_ao_chart_template",731,"l10n_ao.ao_73","Imobilizações corpóreas","account_parent_v10.data_account_type_view",0
"ao_731200","l10n_ao.l10n_ao_chart_template",731200,"l10n_ao.ao_731","Edifícios e outras construções","account.data_account_type_expenses",0
"ao_731300","l10n_ao.l10n_ao_chart_template",731300,"l10n_ao.ao_731","Equipamento básico","account.data_account_type_expenses",0
"ao_731400","l10n_ao.l10n_ao_chart_template",731400,"l10n_ao.ao_731","Equipamento de carga e transporte","account.data_account_type_expenses",0
"ao_731500","l10n_ao.l10n_ao_chart_template",731500,"l10n_ao.ao_731","Equipamento administrativo","account.data_account_type_expenses",0
"ao_731600","l10n_ao.l10n_ao_chart_template",731600,"l10n_ao.ao_731","Taras e vasilhame","account.data_account_type_expenses",0
"ao_731900","l10n_ao.l10n_ao_chart_template",731900,"l10n_ao.ao_731","Outras imobilizações corpóreas","account.data_account_type_expenses",0
"ao_732","l10n_ao.l10n_ao_chart_template",732,"l10n_ao.ao_73","Imobilizações incorpóreas","account_parent_v10.data_account_type_view",0
"ao_732100","l10n_ao.l10n_ao_chart_template",732100,"l10n_ao.ao_732","Trespasses","account.data_account_type_expenses",0
"ao_732200","l10n_ao.l10n_ao_chart_template",732200,"l10n_ao.ao_732","Despesas de investigação e desenvolvimento","account.data_account_type_expenses",0
"ao_732300","l10n_ao.l10n_ao_chart_template",732300,"l10n_ao.ao_732","Propriedade industrial e outros direitos e contratos","account.data_account_type_expenses",0
"ao_732400","l10n_ao.l10n_ao_chart_template",732400,"l10n_ao.ao_732","Despesas de constituição","account.data_account_type_expenses",0
"ao_732900","l10n_ao.l10n_ao_chart_template",732900,"l10n_ao.ao_732","Outras imobilizações incorpóreas","account.data_account_type_expenses",0
"ao_739","l10n_ao.l10n_ao_chart_template",739,"l10n_ao.ao_73","Transferência para resultados operacionais","account_parent_v10.data_account_type_view",0
"ao_75","l10n_ao.l10n_ao_chart_template",75,"l10n_ao.ao_7","OUTROS CUSTOS E PERDAS OPERACIONAIS","account_parent_v10.data_account_type_view",0
"ao_751","l10n_ao.l10n_ao_chart_template",751,"l10n_ao.ao_75","Subcontratos","account_parent_v10.data_account_type_view",0
"ao_751100","l10n_ao.l10n_ao_chart_template",751100,"l10n_ao.ao_751","Subcontratos","account.data_account_type_expenses",0
"ao_752","l10n_ao.l10n_ao_chart_template",752,"l10n_ao.ao_75","Fornecimento de serviços de terceiros","account_parent_v10.data_account_type_view",0
"ao_752110","l10n_ao.l10n_ao_chart_template",752110,"l10n_ao.ao_752","Água","account.data_account_type_expenses",0
"ao_752120","l10n_ao.l10n_ao_chart_template",752120,"l10n_ao.ao_752","Eletricidade","account.data_account_type_expenses",0
"ao_752130","l10n_ao.l10n_ao_chart_template",752130,"l10n_ao.ao_752","Combustíveis e outros fluídos","account.data_account_type_expenses",0
"ao_752140","l10n_ao.l10n_ao_chart_template",752140,"l10n_ao.ao_752","Concervação e reparação","account.data_account_type_expenses",0
"ao_752150","l10n_ao.l10n_ao_chart_template",752150,"l10n_ao.ao_752","Material de protecção, segurança e conforto","account.data_account_type_expenses",0
"ao_752160","l10n_ao.l10n_ao_chart_template",752160,"l10n_ao.ao_752","Ferramentas e utensílios de desgaste rápido","account.data_account_type_expenses",0
"ao_752170","l10n_ao.l10n_ao_chart_template",752170,"l10n_ao.ao_752","Material de escritório","account.data_account_type_expenses",0
"ao_752180","l10n_ao.l10n_ao_chart_template",752180,"l10n_ao.ao_752","Livros e documentação técnica","account.data_account_type_expenses",0
"ao_75219","l10n_ao.l10n_ao_chart_template",75219,"l10n_ao.ao_752","Outros fornecimentos","account_parent_v10.data_account_type_view",0
"ao_7521910","l10n_ao.l10n_ao_chart_template",7521910,"l10n_ao.ao_75219","Outros fornecimentos","account.data_account_type_expenses",0
"ao_752200","l10n_ao.l10n_ao_chart_template",752200,"l10n_ao.ao_752","Comunicação","account.data_account_type_expenses",0
"ao_752210","l10n_ao.l10n_ao_chart_template",752210,"l10n_ao.ao_752","Rendas e alugueres","account.data_account_type_expenses",0
"ao_752220","l10n_ao.l10n_ao_chart_template",752220,"l10n_ao.ao_752","Seguros","account.data_account_type_expenses",0
"ao_752230","l10n_ao.l10n_ao_chart_template",752230,"l10n_ao.ao_752","Deslocações e estadas","account.data_account_type_expenses",0
"ao_752240","l10n_ao.l10n_ao_chart_template",752240,"l10n_ao.ao_752","Despesas de representação","account.data_account_type_expenses",0
"ao_752260","l10n_ao.l10n_ao_chart_template",752260,"l10n_ao.ao_752","Conservação e reparação","account.data_account_type_expenses",0
"ao_752270","l10n_ao.l10n_ao_chart_template",752270,"l10n_ao.ao_752","Vigilância e segurança","account.data_account_type_expenses",0
"ao_752280","l10n_ao.l10n_ao_chart_template",752280,"l10n_ao.ao_752","Limpeza, higiene e conforto","account.data_account_type_expenses",0
"ao_752290","l10n_ao.l10n_ao_chart_template",752290,"l10n_ao.ao_752","Publicidade e propaganda","account.data_account_type_expenses",0
"ao_752300","l10n_ao.l10n_ao_chart_template",752300,"l10n_ao.ao_752","Contencioso e notariado","account.data_account_type_expenses",0
"ao_752310","l10n_ao.l10n_ao_chart_template",752310,"l10n_ao.ao_752","Comissões a intermediários","account.data_account_type_expenses",0
"ao_75232","l10n_ao.l10n_ao_chart_template",75232,"l10n_ao.ao_752","Assistência técnica","account_parent_v10.data_account_type_view",0
"ao_7523210","l10n_ao.l10n_ao_chart_template",7523210,"l10n_ao.ao_75232","Estrangeira","account.data_account_type_expenses",0
"ao_7523220","l10n_ao.l10n_ao_chart_template",7523220,"l10n_ao.ao_75232","Nacional","account.data_account_type_expenses",0
"ao_752330","l10n_ao.l10n_ao_chart_template",752330,"l10n_ao.ao_752","Trabalhos executados no exterior","account.data_account_type_expenses",0
"ao_752340","l10n_ao.l10n_ao_chart_template",752340,"l10n_ao.ao_752","Honorários e avenças","account.data_account_type_expenses",0
"ao_752350","l10n_ao.l10n_ao_chart_template",752350,"l10n_ao.ao_752","Royalties","account.data_account_type_expenses",0
"ao_75239","l10n_ao.l10n_ao_chart_template",75239,"l10n_ao.ao_752","Outros serviços","account_parent_v10.data_account_type_view",0
"ao_7523910","l10n_ao.l10n_ao_chart_template",7523910,"l10n_ao.ao_75239","Outros serviços","account.data_account_type_expenses",0
"ao_753","l10n_ao.l10n_ao_chart_template",753,"l10n_ao.ao_75","Impostos","account_parent_v10.data_account_type_view",0
"ao_7531","l10n_ao.l10n_ao_chart_template",7531,"l10n_ao.ao_753","Indirectos","account_parent_v10.data_account_type_view",0
"ao_753110","l10n_ao.l10n_ao_chart_template",753110,"l10n_ao.ao_7531","Imposto de selo","account.data_account_type_expenses",0
"ao_753190","l10n_ao.l10n_ao_chart_template",753190,"l10n_ao.ao_7531","Outros impostos","account.data_account_type_expenses",0
"ao_7532","l10n_ao.l10n_ao_chart_template",7532,"l10n_ao.ao_753","Directos","account_parent_v10.data_account_type_view",0
"ao_753210","l10n_ao.l10n_ao_chart_template",753210,"l10n_ao.ao_7532","Impostos de capitais","account.data_account_type_expenses",0
"ao_753220","l10n_ao.l10n_ao_chart_template",753220,"l10n_ao.ao_7532","Contribuição predial","account.data_account_type_expenses",0
"ao_753290","l10n_ao.l10n_ao_chart_template",753290,"l10n_ao.ao_7532","Outros impostos","account.data_account_type_expenses",0
"ao_754","l10n_ao.l10n_ao_chart_template",754,"l10n_ao.ao_75","Despesas confidenciais","account_parent_v10.data_account_type_view",0
"ao_755","l10n_ao.l10n_ao_chart_template",755,"l10n_ao.ao_75","Quotizações","account_parent_v10.data_account_type_view",0
"ao_756","l10n_ao.l10n_ao_chart_template",756,"l10n_ao.ao_75","Ofertas e amostras de existências","account_parent_v10.data_account_type_view",0
"ao_758","l10n_ao.l10n_ao_chart_template",758,"l10n_ao.ao_75","Outros custos e perdas operacionais","account_parent_v10.data_account_type_view",0
"ao_759","l10n_ao.l10n_ao_chart_template",759,"l10n_ao.ao_75","Transferência para resultados operacionais","account_parent_v10.data_account_type_view",0
"ao_76","l10n_ao.l10n_ao_chart_template",76,"l10n_ao.ao_7","CUSTOS E PERDAS FINANCEIROS GERAIS","account_parent_v10.data_account_type_view",0
"ao_761","l10n_ao.l10n_ao_chart_template",761,"l10n_ao.ao_76","Juros","account_parent_v10.data_account_type_view",0
"ao_7611","l10n_ao.l10n_ao_chart_template",7611,"l10n_ao.ao_761","De empréstimos","account_parent_v10.data_account_type_view",0
"ao_761110","l10n_ao.l10n_ao_chart_template",761110,"l10n_ao.ao_7611","Bancários","account.data_account_type_expenses",0
"ao_761120","l10n_ao.l10n_ao_chart_template",761120,"l10n_ao.ao_7611","Obrigações","account.data_account_type_expenses",0
"ao_761130","l10n_ao.l10n_ao_chart_template",761130,"l10n_ao.ao_7611","Títulos de participação","account.data_account_type_expenses",0
"ao_761210","l10n_ao.l10n_ao_chart_template",761210,"l10n_ao.ao_7611","De descobertos bancários","account.data_account_type_expenses",0
"ao_761310","l10n_ao.l10n_ao_chart_template",761310,"l10n_ao.ao_7611","De mora relativos a dívidas a terceiros","account.data_account_type_expenses",0
"ao_761410","l10n_ao.l10n_ao_chart_template",761410,"l10n_ao.ao_7611","De desconto de títulos","account.data_account_type_expenses",0
"ao_762","l10n_ao.l10n_ao_chart_template",762,"l10n_ao.ao_76","Diferenças de câmbio desfavoráveis","account_parent_v10.data_account_type_view",0
"ao_762100","l10n_ao.l10n_ao_chart_template",762100,"l10n_ao.ao_762","Realizadas","account.data_account_type_expenses",0
"ao_762200","l10n_ao.l10n_ao_chart_template",762200,"l10n_ao.ao_762","Não realizadas","account.data_account_type_expenses",0
"ao_763","l10n_ao.l10n_ao_chart_template",763,"l10n_ao.ao_76","Descontos de pronto pagamento concedidos","account_parent_v10.data_account_type_view",0
"ao_763100","l10n_ao.l10n_ao_chart_template",763100,"l10n_ao.ao_763","Descontos de pronto pagamento concedidos","account.data_account_type_expenses",0
"ao_764","l10n_ao.l10n_ao_chart_template",764,"l10n_ao.ao_76","Amortizações de investimentos em imóveis","account_parent_v10.data_account_type_view",0
"ao_764100","l10n_ao.l10n_ao_chart_template",764100,"l10n_ao.ao_764","Amortizações de investimentos em imóveis","account.data_account_type_expenses",0
"ao_765","l10n_ao.l10n_ao_chart_template",765,"l10n_ao.ao_76","Provisões para aplicações financeiras","account_parent_v10.data_account_type_view",0
"ao_7651","l10n_ao.l10n_ao_chart_template",7651,"l10n_ao.ao_765","Investimentos financeiros","account_parent_v10.data_account_type_view",0
"ao_765110","l10n_ao.l10n_ao_chart_template",765110,"l10n_ao.ao_7651","Subsidiárias","account.data_account_type_expenses",0
"ao_765120","l10n_ao.l10n_ao_chart_template",765120,"l10n_ao.ao_7651","Associadas","account.data_account_type_expenses",0
"ao_765130","l10n_ao.l10n_ao_chart_template",765130,"l10n_ao.ao_7651","Outras empresas","account.data_account_type_expenses",0
"ao_765140","l10n_ao.l10n_ao_chart_template",765140,"l10n_ao.ao_7651","Fundos","account.data_account_type_expenses",0
"ao_765190","l10n_ao.l10n_ao_chart_template",765190,"l10n_ao.ao_7651","Outros investimentos","account.data_account_type_expenses",0
"ao_7652","l10n_ao.l10n_ao_chart_template",7652,"l10n_ao.ao_765","Aplicações de tesouraria","account_parent_v10.data_account_type_view",0
"ao_765210","l10n_ao.l10n_ao_chart_template",765210,"l10n_ao.ao_7652","Títulos negociáveis","account.data_account_type_expenses",0
"ao_765220","l10n_ao.l10n_ao_chart_template",765220,"l10n_ao.ao_7652","Depósitos a prazo","account.data_account_type_expenses",0
"ao_765230","l10n_ao.l10n_ao_chart_template",765230,"l10n_ao.ao_7652","Outros depósitos","account.data_account_type_expenses",0
"ao_765290","l10n_ao.l10n_ao_chart_template",765290,"l10n_ao.ao_7652","Outros","account.data_account_type_expenses",0
"ao_766","l10n_ao.l10n_ao_chart_template",766,"l10n_ao.ao_76","Perdas na alienação de aplicações financeiras","account_parent_v10.data_account_type_view",0
